"","x"
"2139","20"
"2140","00"
"2141","50"
"2142","74"
"2143","00"
"2144","00"
"2145","50"
"2146","50"
"2147","50"
"2148","50"
"2149","50"
"2150","50"
"2151","00"
"2152","71"
"2153","72"
"2154","68"
"2155","64"
"2156","26"
"2157","91"
"2158","89"
"2159","38"
"2160","93"
"2161","59"
"2162","67"
"2163","91"
"2164","73"
"2165","68"
"2166","71"
"2167","03"
"2168","86"
"2169","88"
"2170","33"
"2171","05"
"2172","04"
"2173","21"
"2174","59"
"2175","93"
"2176","45"
"2177","93"
"2178","09"
"2179","85"
"2180","66"
"2181","82"
"2182","79"
"2183","66"
"2184","32"
"2185","45"
"2186","95"
"2187","94"
"2188","91"
"2189","52"
"2190","21"
"2191","51"
"2192","84"
"2193","63"
"2194","92"
"2195","99"
"2196","44"
"2197","88"
"2198","47"
"2199","09"
"2200","82"
"2201","91"
"2202","95"
"2203","36"
"2204","68"
"2205","03"
"2206","93"
"2207","08"
"2208","66"
"2209","20"
"2210","58"
"2211","92"
"2212","20"
"2213","00"
"2214","19"
"2215","44"
"2216","72"
"2217","24"
"2218","07"
"2219","24"
"2220","99"
"2221","03"
"2222","43"
"2223","00"
"2224","16"
"2225","07"
"2226","57"
"2227","91"
"2228","37"
"2229","29"
"2230","43"
"2231","73"
"2232","62"
"2233","00"
"2234","32"
"2235","94"
"2236","37"
"2237","41"
"2238","65"
"2239","00"
"2240","90"
"2241","30"
"2242","10"
"2243","36"
"2244","74"
"2245","59"
"2246","99"
"2247","82"
"2248","00"
"2249","35"
"2250","65"
"2251","06"
"2252","00"
"2253","50"
"2254","50"
"2255","10"
"2256","50"
"2257","50"
"2258","75"
"2259","12"
"2260","94"
"2261","48"
"2262","69"
"2263","00"
"2264","74"
"2265","50"
"2266","00"
"2267","00"
"2268","00"
"2269","08"
"2270","23"
"2271","46"
"2272","54"
"2273","31"
"2274","08"
"2275","85"
"2276","48"
"2277","51"
"2278","13"
"2279","13"
"2280","49"
"2281","20"
"2282","87"
"2283","10"
"2284","33"
"2285","20"
"2286","38"
"2287","17"
"2288","19"
"2289","97"
"2290","58"
"2291","15"
"2292","42"
"2293","37"
"2294","80"
"2295","68"
"2296","87"
"2297","61"
"2298","72"
"2299","00"
"2300","44"
"2301","21"
"2302","16"
"2303","87"
"2304","79"
"2305","95"
"2306","35"
"2307","05"
"2308","32"
"2309","84"
"2310","00"
"2311","79"
"2312","29"
"2313","07"
"2314","26"
"2315","52"
"2316","59"
"2317","05"
"2318","27"
"2319","37"
"2320","12"
"2321","29"
"2322","69"
"2323","58"
"2324","04"
"2325","61"
"2326","37"
"2327","65"
"2328","21"
"2329","00"
"2330","19"
"2331","85"
"2332","38"
"2333","79"
"2334","71"
"2335","76"
"2336","08"
"2337","92"
"2338","58"
"2339","01"
"2340","55"
"2341","94"
"2342","90"
"2343","74"
"2344","16"
"2345","91"
"2346","73"
"2347","49"
"2348","19"
"2349","49"
"2350","40"
"2351","82"
"2352","36"
"2353","51"
"2354","68"
"2355","81"
"2356","72"
"2357","91"
"2358","35"
"2359","50"
"2360","57"
"2361","63"
"2362","42"
"2363","82"
"2364","65"
"2365","28"
"2366","12"
"2367","96"
"2368","08"
"2369","07"
"2370","54"
"2371","64"
"2372","71"
"2373","31"
"2374","95"
"2375","56"
"2376","24"
"2377","67"
"2378","33"
"2379","66"
"2380","39"
"2381","91"
"2382","65"
"2383","16"
"2384","90"
"2385","64"
"2386","61"
"2387","53"
"2388","54"
"2389","98"
"2390","00"
"2391","84"
"2392","50"
"2393","31"
"2394","30"
"2395","38"
"2396","07"
"2397","05"
"2398","82"
"2399","20"
"2400","85"
"2401","61"
"2402","50"
"2403","59"
"2404","47"
"2405","92"
"2406","97"
"2407","79"
"2408","75"
"2409","81"
"2410","29"
"2411","54"
"2412","68"
"2413","34"
"2414","15"
"2415","22"
"2416","30"
"2417","50"
"2418","97"
"2419","09"
"2420","92"
"2421","04"
"2422","36"
"2423","93"
"2424","33"
"2425","51"
"2426","15"
"2427","31"
"2428","65"
"2429","61"
"2430","95"
"2431","13"
"2432","76"
"2433","84"
"2434","35"
"2435","27"
"2436","73"
"2437","15"
"2438","39"
"2439","35"
"2440","11"
"2441","93"
"2442","14"
"2443","16"
"2444","95"
"2445","19"
"2446","01"
"2447","47"
"2448","47"
"2449","12"
"2450","27"
"2451","68"
"2452","40"
"2453","43"
"2454","07"
"2455","12"
"2456","17"
"2457","33"
"2458","32"
"2459","06"
"2460","59"
"2461","00"
"2462","85"
"2463","85"
"2464","81"
"2465","32"
"2466","47"
"2467","65"
"2468","93"
"2469","84"
"2470","35"
"2471","50"
"2472","87"
"2473","41"
"2474","44"
"2475","27"
"2476","22"
"2477","15"
"2478","99"
"2479","50"
"2480","21"
"2481","93"
"2482","42"
"2483","08"
"2484","84"
"2485","03"
"2486","63"
"2487","26"
"2488","63"
"2489","14"
"2490","27"
"2491","79"
"2492","89"
"2493","23"
"2494","76"
"2495","85"
"2496","35"
"2497","75"
"2498","91"
"2499","42"
"2500","43"
"2501","52"
"2502","32"
"2503","96"
"2504","53"
"2505","55"
"2506","69"
"2507","46"
"2508","40"
"2509","36"
"2510","42"
"2511","23"
"2512","63"
"2513","04"
"2514","87"
"2515","01"
"2516","96"
"2517","17"
"2518","01"
"2519","12"
"2520","60"
"2521","12"
"2522","22"
"2523","28"
"2524","83"
"2525","09"
"2526","34"
"2527","22"
"2528","01"
"2529","00"
"2530","68"
"2531","80"
"2532","74"
"2533","43"
"2534","13"
"2535","73"
"2536","79"
"2537","96"
"2538","95"
"2539","97"
"2540","03"
"2541","02"
"2542","28"
"2543","53"
"2544","97"
"2545","02"
"2546","05"
"2547","52"
"2548","13"
"2549","09"
"2550","70"
"2551","39"
"2552","03"
"2553","20"
"2554","05"
"2555","40"
"2556","07"
"2557","46"
"2558","18"
"2559","66"
"2560","81"
"2561","61"
"2562","03"
"2563","28"
"2564","64"
"2565","89"
"2566","71"
"2567","69"
"2568","92"
"2569","19"
"2570","38"
"2571","46"
"2572","48"
"2573","76"
"2574","50"
"2575","43"
"2576","35"
"2577","27"
"2578","97"
"2579","29"
"2580","05"
"2581","73"
"2582","29"
"2583","70"
"2584","56"
"2585","90"
"2586","07"
"2587","33"
"2588","41"
"2589","90"
"2590","58"
"2591","47"
"2592","01"
"2593","34"
"2594","44"
"2595","15"
"2596","18"
"2597","20"
"2598","85"
"2599","79"
"2600","63"
"2601","97"
"2602","37"
"2603","46"
"2604","18"
"2605","04"
"2606","05"
"2607","73"
"2608","96"
"2609","80"
"2610","20"
"2611","65"
"2612","46"
"2613","42"
"2614","21"
"2615","51"
"2616","59"
"2617","60"
"2618","11"
"2619","90"
"2620","02"
"2621","30"
"2622","64"
"2623","26"
"2624","17"
"2625","50"
"2626","53"
"2627","01"
"2628","83"
"2629","24"
"2630","64"
"2631","07"
"2632","66"
"2633","81"
"2634","03"
"2635","08"
"2636","14"
"2637","63"
"2638","67"
"2639","01"
"2640","06"
"2641","44"
"2642","34"
"2643","40"
"2644","03"
"2645","82"
"2646","02"
"2647","84"
"2648","71"
"2649","39"
"2650","44"
"2651","36"
"2652","53"
"2653","99"
"2654","78"
"2655","15"
"2656","39"
"2657","52"
"2658","45"
"2659","60"
"2660","22"
"2661","99"
"2662","34"
"2663","72"
"2664","33"
"2665","70"
"2666","37"
"2667","95"
"2668","11"
"2669","65"
"2670","06"
"2671","38"
"2672","84"
"2673","53"
"2674","94"
"2675","12"
"2676","65"
"2677","22"
"2678","69"
"2679","40"
"2680","22"
"2681","91"
"2682","20"
"2683","81"
"2684","98"
"2685","17"
"2686","76"
"2687","76"
"2688","81"
"2689","00"
"2690","58"
"2691","91"
"2692","38"
"2693","55"
"2694","02"
"2695","95"
"2696","83"
"2697","38"
"2698","00"
"2699","82"
"2700","12"
"2701","81"
"2702","23"
"2703","53"
"2704","22"
"2705","68"
"2706","28"
"2707","97"
"2708","69"
"2709","33"
"2710","98"
"2711","32"
"2712","47"
"2713","59"
"2714","35"
"2715","07"
"2716","00"
"2717","61"
"2718","94"
"2719","77"
"2720","39"
"2721","27"
"2722","05"
"2723","99"
"2724","63"
"2725","83"
"2726","13"
"2727","57"
"2728","33"
"2729","16"
"2730","28"
"2731","76"
"2732","64"
"2733","25"
"2734","10"
"2735","66"
"2736","86"
"2737","56"
"2738","76"
"2739","85"
"2740","30"
"2741","28"
"2742","80"
"2743","42"
"2744","56"
"2745","62"
"2746","48"
"2747","34"
"2748","23"
"2749","67"
"2750","58"
"2751","33"
"2752","00"
"2753","05"
"2754","57"
"2755","55"
"2756","23"
"2757","66"
"2758","44"
"2759","42"
"2760","91"
"2761","83"
"2762","54"
"2763","02"
"2764","32"
"2765","76"
"2766","99"
"2767","33"
"2768","67"
"2769","92"
"2770","21"
"2771","37"
"2772","50"
"2773","00"
"2774","37"
"2775","00"
"2776","08"
"2777","20"
"2778","07"
"2779","12"
"2780","55"
"2781","72"
"2782","75"
"2783","50"
"2784","28"
"2785","22"
"2786","50"
"2787","44"
"2788","57"
"2789","67"
"2790","07"
"2791","04"
"2792","79"
"2793","45"
"2794","58"
"2795","54"
"2796","03"
"2797","79"
"2798","03"
"2799","09"
"2800","09"
"2801","65"
"2802","92"
"2803","78"
"2804","50"
"2805","53"
"2806","73"
"2807","03"
"2808","58"
"2809","35"
"2810","21"
"2811","93"
"2812","60"
"2813","36"
"2814","35"
"2815","38"
"2816","60"
"2817","59"
"2818","03"
"2819","62"
"2820","07"
"2821","80"
"2822","86"
"2823","18"
"2824","13"
"2825","59"
"2826","43"
"2827","45"
"2828","30"
"2829","05"
"2830","27"
"2831","02"
"2832","98"
"2833","75"
"2834","36"
"2835","11"
"2836","85"
"2837","47"
"2838","49"
"2839","45"
"2840","55"
"2841","20"
"2842","67"
"2843","00"
"2844","79"
"2845","39"
"2846","80"
"2847","34"
"2848","20"
"2849","29"
"2850","07"
"2851","39"
"2852","61"
"2853","50"
"2854","35"
"2855","94"
"2856","19"
"2857","50"
"2858","02"
"2859","00"
"2860","07"
"2861","37"
"2862","11"
"2863","15"
"2864","11"
"2865","37"
"2866","02"
"2867","63"
"2868","97"
"2869","01"
"2870","10"
"2871","35"
"2872","40"
"2873","47"
"2874","30"
"2875","23"
"2876","89"
"2877","23"
"2878","00"
"2879","75"
"2880","65"
"2881","01"
"2882","00"
"2883","03"
"2884","48"
"2885","04"
"2886","78"
"2887","14"
"2888","10"
"2889","61"
"2890","13"
"2891","19"
"2892","65"
"2893","64"
"2894","86"
"2895","90"
"2896","51"
"2897","06"
"2898","11"
"2899","99"
"2900","43"
"2901","66"
"2902","50"
"2903","58"
"2904","51"
"2905","96"
"2906","88"
"2907","49"
"2908","49"
"2909","78"
"2910","11"
"2911","83"
"2912","33"
"2913","38"
"2914","12"
"2915","60"
"2916","42"
"2917","16"
"2918","58"
"2919","00"
"2920","72"
"2921","95"
"2922","89"
"2923","66"
"2924","67"
"2925","76"
"2926","91"
"2927","66"
"2928","03"
"2929","85"
"2930","59"
"2931","00"
"2932","93"
"2933","25"
"2934","10"
"2935","92"
"2936","74"
"2937","86"
"2938","15"
"2939","30"
"2940","47"
"2941","35"
"2942","07"
"2943","42"
"2944","07"
"2945","92"
"2946","91"
"2947","63"
"2948","15"
"2949","00"
"2950","12"
"2951","13"
"2952","17"
"2953","79"
"2954","31"
"2955","16"
"2956","04"
"2957","09"
"2958","64"
"2959","72"
"2960","74"
"2961","19"
"2962","51"
"2963","00"
"2964","00"
"2965","40"
"2966","55"
"2967","42"
"2968","07"
"2969","68"
"2970","75"
"2971","28"
"2972","69"
"2973","12"
"2974","60"
"2975","54"
"2976","00"
"2977","04"
"2978","80"
"2979","47"
"2980","75"
"2981","53"
"2982","10"
"2983","20"
"2984","30"
"2985","57"
"2986","89"
"2987","40"
"2988","49"
"2989","08"
"2990","85"
"2991","58"
"2992","24"
"2993","04"
"2994","39"
"2995","06"
"2996","22"
"2997","37"
"2998","20"
"2999","82"
"3000","02"
"3001","92"
"3002","77"
"3003","72"
"3004","49"
"3005","65"
"3006","40"
"3007","21"
"3008","94"
"3009","72"
"3010","25"
"3011","80"
"3012","24"
"3013","02"
"3014","98"
"3015","48"
"3016","68"
"3017","85"
"3018","49"
"3019","70"
"3020","62"
"3021","63"
"3022","98"
"3023","08"
"3024","27"
"3025","36"
"3026","36"
"3027","90"
"3028","48"
"3029","72"
"3030","55"
"3031","62"
"3032","70"
"3033","66"
"3034","19"
"3035","19"
"3036","23"
"3037","86"
"3038","79"
"3039","73"
"3040","36"
"3041","90"
"3042","65"
"3043","29"
"3044","16"
"3045","70"
"3046","34"
"3047","56"
"3048","92"
"3049","21"
"3050","37"
"3051","89"
"3052","43"
"3053","58"
"3054","83"
"3055","50"
"3056","81"
"3057","97"
"3058","88"
"3059","77"
"3060","87"
"3061","35"
"3062","16"
"3063","49"
"3064","94"
"3065","90"
"3066","80"
"3067","81"
"3068","88"
"3069","14"
"3070","18"
"3071","53"
"3072","73"
"3073","35"
"3074","36"
"3075","51"
"3076","77"
"3077","85"
"3078","64"
"3079","41"
"3080","84"
"3081","76"
"3082","18"
"3083","44"
"3084","86"
"3085","58"
"3086","11"
"3087","69"
"3088","49"
"3089","91"
"3090","28"
"3091","34"
"3092","41"
"3093","87"
"3094","52"
"3095","73"
"3096","89"
"3097","82"
"3098","86"
"3099","70"
"3100","43"
"3101","55"
"3102","91"
"3103","96"
"3104","01"
"3105","56"
"3106","80"
"3107","46"
"3108","64"
"3109","36"
"3110","70"
"3111","49"
"3112","95"
"3113","09"
"3114","56"
"3115","16"
"3116","56"
"3117","13"
"3118","00"
"3119","00"
"3120","24"
"3121","50"
"3122","00"
"3123","59"
"3124","46"
"3125","83"
"3126","50"
"3127","57"
"3128","12"
"3129","23"
"3130","43"
"3131","55"
"3132","23"
"3133","74"
"3134","17"
"3135","66"
"3136","80"
"3137","28"
"3138","58"
"3139","87"
"3140","52"
"3141","24"
"3142","40"
"3143","26"
"3144","25"
"3145","88"
"3146","93"
"3147","78"
"3148","45"
"3149","05"
"3150","90"
"3151","96"
"3152","92"
"3153","85"
"3154","88"
"3155","12"
"3156","66"
"3157","12"
"3158","42"
"3159","50"
"3160","33"
"3161","74"
"3162","89"
"3163","50"
"3164","67"
"3165","03"
"3166","01"
"3167","55"
"3168","12"
"3169","65"
"3170","78"
"3171","60"
"3172","75"
"3173","51"
"3174","79"
"3175","39"
"3176","00"
"3177","81"
"3178","41"
"3179","01"
"3180","02"
"3181","07"
"3182","27"
"3183","34"
"3184","14"
"3185","83"
"3186","52"
"3187","33"
"3188","76"
"3189","82"
"3190","57"
"3191","67"
"3192","43"
"3193","56"
"3194","83"
"3195","86"
"3196","77"
"3197","27"
"3198","67"
"3199","56"
"3200","66"
"3201","18"
"3202","07"
"3203","66"
"3204","57"
"3205","90"
"3206","88"
"3207","91"
"3208","84"
"3209","85"
"3210","95"
"3211","46"
"3212","91"
"3213","32"
"3214","64"
"3215","76"
"3216","20"
"3217","84"
"3218","60"
"3219","65"
"3220","74"
"3221","26"
"3222","52"
"3223","14"
"3224","98"
"3225","95"
"3226","22"
"3227","50"
"3228","56"
"3229","17"
"3230","60"
"3231","33"
"3232","51"
"3233","71"
"3234","95"
"3235","00"
"3236","00"
"3237","50"
"3238","36"
"3239","08"
"3240","91"
"3241","89"
"3242","99"
"3243","62"
"3244","96"
"3245","94"
"3246","63"
"3247","79"
"3248","52"
"3249","61"
"3250","75"
"3251","81"
"3252","98"
"3253","03"
"3254","51"
"3255","90"
"3256","89"
"3257","93"
"3258","37"
"3259","47"
"3260","53"
"3261","60"
"3262","54"
"3263","77"
"3264","60"
"3265","57"
"3266","77"
"3267","51"
"3268","90"
"3269","67"
"3270","80"
"3271","81"
"3272","32"
"3273","53"
"3274","05"
"3275","17"
"3276","82"
"3277","35"
"3278","21"
"3279","03"
"3280","35"
"3281","17"
"3282","14"
"3283","85"
"3284","35"
"3285","99"
"3286","08"
"3287","74"
"3288","45"
"3289","81"
"3290","62"
"3291","85"
"3292","20"
"3293","86"
"3294","22"
"3295","30"
"3296","15"
"3297","38"
"3298","90"
"3299","78"
"3300","98"
"3301","74"
"3302","69"
"3303","80"
"3304","20"
"3305","56"
"3306","96"
"3307","34"
"3308","26"
"3309","01"
"3310","58"
"3311","74"
"3312","05"
"3313","54"
"3314","05"
"3315","06"
"3316","44"
"3317","46"
"3318","42"
"3319","22"
"3320","41"
"3321","56"
"3322","52"
"3323","64"
"3324","10"
"3325","32"
"3326","80"
"3327","37"
"3328","75"
"3329","66"
"3330","86"
"3331","96"
"3332","33"
"3333","44"
"3334","85"
"3335","34"
"3336","19"
"3337","27"
"3338","51"
"3339","86"
"3340","07"
"3341","65"
"3342","64"
"3343","90"
"3344","75"
"3345","72"
"3346","72"
"3347","68"
"3348","73"
"3349","56"
"3350","30"
"3351","06"
"3352","80"
"3353","80"
"3354","89"
"3355","48"
"3356","76"
"3357","41"
"3358","60"
"3359","09"
"3360","69"
"3361","41"
"3362","87"
"3363","36"
"3364","93"
"3365","51"
"3366","76"
"3367","45"
"3368","86"
"3369","95"
"3370","09"
"3371","45"
"3372","74"
"3373","02"
"3374","98"
"3375","47"
"3376","69"
"3377","38"
"3378","02"
"3379","36"
"3380","39"
"3381","63"
"3382","37"
"3383","65"
"3384","55"
"3385","93"
"3386","93"
"3387","68"
"3388","44"
"3389","28"
"3390","51"
"3391","61"
"3392","57"
"3393","00"
"3394","98"
"3395","15"
"3396","98"
"3397","36"
"3398","85"
"3399","03"
"3400","02"
"3401","03"
"3402","59"
"3403","78"
"3404","36"
"3405","57"
"3406","74"
"3407","37"
"3408","14"
"3409","24"
"3410","96"
"3411","16"
"3412","63"
"3413","02"
"3414","92"
"3415","62"
"3416","37"
"3417","66"
"3418","05"
"3419","87"
"3420","81"
"3421","74"
"3422","63"
"3423","68"
"3424","60"
"3425","66"
"3426","75"
"3427","16"
"3428","02"
"3429","11"
"3430","70"
"3431","13"
"3432","12"
"3433","10"
"3434","92"
"3435","91"
"3436","97"
"3437","04"
"3438","44"
"3439","25"
"3440","81"
"3441","62"
"3442","50"
"3443","20"
"3444","09"
"3445","01"
"3446","81"
"3447","68"
"3448","00"
"3449","25"
"3450","90"
"3451","39"
"3452","45"
"3453","07"
"3454","79"
"3455","34"
"3456","45"
"3457","77"
"3458","99"
"3459","00"
"3460","10"
"3461","17"
"3462","91"
"3463","44"
"3464","83"
"3465","36"
"3466","98"
"3467","72"
"3468","41"
"3469","60"
"3470","67"
"3471","57"
"3472","01"
"3473","23"
"3474","78"
"3475","35"
"3476","70"
"3477","52"
"3478","65"
"3479","82"
"3480","51"
"3481","51"
"3482","02"
"3483","47"
"3484","42"
"3485","53"
"3486","04"
"3487","73"
"3488","32"
"3489","00"
"3490","86"
"3491","13"
"3492","84"
"3493","96"
"3494","64"
"3495","42"
"3496","24"
"3497","77"
"3498","42"
"3499","39"
"3500","40"
"3501","37"
"3502","86"
"3503","24"
"3504","66"
"3505","03"
"3506","08"
"3507","38"
"3508","13"
"3509","37"
"3510","18"
"3511","83"
"3512","45"
"3513","35"
"3514","89"
"3515","23"
"3516","45"
"3517","41"
"3518","35"
"3519","02"
"3520","30"
"3521","43"
"3522","91"
"3523","22"
"3524","51"
"3525","04"
"3526","19"
"3527","19"
"3528","53"
"3529","62"
"3530","42"
"3531","27"
"3532","79"
"3533","10"
"3534","57"
"3535","54"
"3536","52"
"3537","97"
"3538","82"
"3539","67"
"3540","40"
"3541","41"
"3542","03"
"3543","11"
"3544","52"
"3545","29"
"3546","80"
"3547","95"
"3548","86"
"3549","54"
"3550","95"
"3551","58"
"3552","71"
"3553","33"
"3554","56"
"3555","45"
"3556","19"
"3557","07"
"3558","56"
"3559","38"
"3560","22"
"3561","67"
"3562","59"
"3563","05"
"3564","64"
"3565","21"
"3566","36"
"3567","93"
"3568","38"
"3569","70"
"3570","84"
"3571","85"
"3572","92"
"3573","50"
"3574","08"
"3575","55"
"3576","38"
"3577","76"
"3578","15"
"3579","83"
"3580","18"
"3581","07"
"3582","74"
"3583","36"
"3584","09"
"3585","48"
"3586","33"
"3587","22"
"3588","60"
"3589","83"
"3590","45"
"3591","01"
"3592","35"
"3593","46"
"3594","74"
"3595","79"
"3596","40"
"3597","81"
"3598","24"
"3599","57"
"3600","23"
"3601","08"
"3602","57"
"3603","22"
"3604","60"
"3605","16"
"3606","77"
"3607","08"
"3608","79"
"3609","02"
"3610","70"
"3611","50"
"3612","86"
"3613","14"
"3614","07"
"3615","43"
"3616","80"
"3617","96"
"3618","64"
"3619","65"
"3620","61"
"3621","77"
"3622","02"
"3623","09"
"3624","46"
"3625","10"
"3626","57"
"3627","94"
"3628","34"
"3629","50"
"3630","00"
"3631","08"
"3632","39"
"3633","00"
"3634","00"
"3635","63"
"3636","33"
"3637","24"
"3638","61"
"3639","04"
"3640","17"
"3641","52"
"3642","72"
"3643","98"
"3644","69"
"3645","19"
"3646","07"
"3647","81"
"3648","37"
"3649","48"
"3650","55"
"3651","86"
"3652","67"
"3653","42"
"3654","42"
"3655","22"
"3656","09"
"3657","60"
"3658","33"
"3659","10"
"3660","48"
"3661","12"
"3662","47"
"3663","03"
"3664","76"
"3665","71"
"3666","17"
"3667","89"
"3668","20"
"3669","43"
"3670","24"
"3671","67"
"3672","90"
"3673","31"
"3674","79"
"3675","94"
"3676","49"
"3677","88"
"3678","40"
"3679","93"
"3680","34"
"3681","09"
"3682","36"
"3683","40"
"3684","38"
"3685","99"
"3686","34"
"3687","28"
"3688","16"
"3689","02"
"3690","13"
"3691","02"
"3692","56"
"3693","81"
"3694","66"
"3695","20"
"3696","22"
"3697","91"
"3698","18"
"3699","49"
"3700","64"
"3701","66"
"3702","25"
"3703","31"
"3704","21"
"3705","87"
"3706","80"
"3707","19"
"3708","64"
"3709","90"
"3710","37"
"3711","21"
"3712","12"
"3713","02"
"3714","91"
"3715","64"
"3716","34"
"3717","51"
"3718","27"
"3719","26"
"3720","14"
"3721","07"
"3722","04"
"3723","65"
"3724","76"
"3725","94"
"3726","38"
"3727","95"
"3728","94"
"3729","04"
"3730","05"
"3731","30"
"3732","08"
"3733","29"
"3734","49"
"3735","79"
"3736","33"
"3737","40"
"3738","26"
"3739","04"
"3740","55"
"3741","09"
"3742","68"
"3743","34"
"3744","15"
"3745","79"
"3746","36"
"3747","43"
"3748","56"
"3749","16"
"3750","39"
"3751","99"
"3752","05"
"3753","04"
"3754","16"
"3755","26"
"3756","17"
"3757","75"
"3758","31"
"3759","89"
"3760","32"
"3761","64"
"3762","38"
"3763","49"
"3764","19"
"3765","09"
"3766","09"
"3767","17"
"3768","02"
"3769","91"
"3770","58"
"3771","47"
"3772","36"
"3773","28"
"3774","36"
"3775","36"
"3776","59"
"3777","13"
"3778","46"
"3779","13"
"3780","77"
"3781","18"
"3782","19"
"3783","72"
"3784","30"
"3785","38"
"3786","77"
"3787","38"
"3788","12"
"3789","85"
"3790","52"
"3791","85"
"3792","66"
"3793","00"
"3794","94"
"3795","28"
"3796","01"
"3797","81"
"3798","08"
"3799","39"
"3800","26"
"3801","76"
"3802","21"
"3803","76"
"3804","64"
"3805","12"
"3806","07"
"3807","52"
"3808","22"
"3809","00"
"3810","37"
"3811","70"
"3812","03"
"3813","96"
"3814","33"
"3815","02"
"3816","29"
"3817","37"
"3818","43"
"3819","57"
"3820","38"
"3821","68"
"3822","63"
"3823","33"
"3824","86"
"3825","68"
"3826","23"
"3827","75"
"3828","59"
"3829","45"
"3830","40"
"3831","85"
"3832","13"
"3833","04"
"3834","68"
"3835","62"
"3836","11"
"3837","38"
"3838","34"
"3839","52"
"3840","75"
"3841","61"
"3842","26"
